category,sleeveType,premium,costPrice,price
vestido jeans colado curto,Manga curta,no,23,28
vestido solto longo,Manga 3/4,no,37,48
t-shirt,unknown,no,17,22
short jeans,unknown,no,20,30
calça jeans skinny,unknown,no,35,50
vestido jeans colado medio,Manga curta,no,20,25
calça jeans,unknown,no,15,45
vestido jeans solto medio,Manga curta,no,26,31
calça,unknown,no,49,49
vestido jeans solto curto,Manga 3/4,no,17,22
saia jeans,unknown,yes,48,49
short jeans,unknown,no,19,29
macaquinho,regata,no,30,40
vestido jeans solto curto,Uma manga só,yes,33,41
vestido colado longo,Uma manga só,yes,25,45
vestido jeans solto curto,Manga longa,no,15,20
vestido jeans solto curto,Uma manga só,yes,27,35
vestido jeans colado curto,regata,no,24,29
t-shirt,unknown,no,23,26
cardigan,Manga longa,no,36,41
cropped,Manga curta,no,12,20
calça skinny,unknown,yes,32,41
vestido jeans solto longo,Manga curta,no,34,47
calça jeans,unknown,no,20,45
cardigan,Manga longa,yes,38,46
vestido colado curto,Manga longa,yes,36,42
blazer,Manga longa,no,37,47
vestido solto medio,Manga curta,yes,23,33
calça skinny,unknown,yes,25,39
vestido jeans solto longo,Manga longa,no,34,47
cropped,Manga curta,no,18,23
vestido jeans solto curto,Manga curta,no,33,36
vestido colado curto,Uma manga só,yes,29,38
short,unknown,no,34,36
vestido jeans colado curto,regata,yes,23,31
cardigan,Manga longa,no,30,41
short,unknown,no,26,32
saia,unknown,no,22,31
jaqueta,Manga longa,no,39,49
macacao longo,Uma manga só,no,36,46
macacao longo,Manga longa,yes,37,50
saia,unknown,no,29,32
cropped,Manga curta,no,32,33
jaqueta,Manga longa,yes,16,39
macacao longo,regata,no,24,39
vestido solto medio,Manga 3/4,no,19,25
t-shirt,unknown,yes,25,32
vestido colado medio,regata,no,25,30
saia,unknown,no,38,39
vestido solto longo,Uma manga só,yes,25,44
vestido jeans colado curto,Manga curta,no,33,36
macaquinho,Manga 3/4,no,40,42
vestido solto medio,regata,no,39,40
short,unknown,no,21,30
saia,unknown,yes,29,36
macaquinho,Manga 3/4,no,22,35
vestido solto longo,Manga curta,no,33,46
vestido colado longo,Manga curta,no,30,45
t-shirt,unknown,no,30,31
saia,unknown,no,17,30
macaquinho,Manga longa,no,27,37
macacao longo,regata,no,24,40
jaqueta,Manga longa,no,34,44
vestido jeans solto longo,Uma manga só,no,33,46
vestido colado longo,Uma manga só,no,27,42
calça aladin,unknown,yes,27,40
vestido jeans solto medio,Manga curta,no,37,38
cropped,Manga 3/4,no,45,47
saia jeans,unknown,no,16,30
calça mom,unknown,yes,18,34
blazer,Manga longa,no,24,39
saia jeans,unknown,yes,33,45
cardigan,Manga longa,no,35,40
short jeans,unknown,no,20,30
sueter,Manga longa,no,29,39
vestido jeans solto curto,Manga longa,no,16,21
vestido solto curto,Manga 3/4,no,15,20
t-shirt,unknown,no,30,32
vestido jeans colado curto,Manga longa,yes,19,27
calça,unknown,no,19,30
cardigan,Manga longa,yes,16,36
saia,unknown,no,35,37
t-shirt,unknown,yes,30,34
leggings,unknown,no,27,35
macaquinho,Manga curta,no,24,34
macacao longo,Manga 3/4,yes,23,41
vestido jeans colado curto,Manga 3/4,yes,20,29
blazer,Manga longa,no,34,44
jaqueta,Manga longa,no,26,39
vestido jeans colado medio,Manga 3/4,no,23,27
macacao longo,regata,no,24,39
short,unknown,no,17,31
calça jeans mom,unknown,no,20,44
macacao longo,Uma manga só,yes,35,50
vestido jeans colado curto,Manga longa,no,22,27
calça jeans wide leg,unknown,no,36,50
short,unknown,no,21,31
macaquinho,Uma manga só,yes,28,43
vestido jeans colado medio,Uma manga só,no,50,50
blazer,Manga longa,yes,21,39
macacao longo,Manga longa,yes,34,48
vestido colado longo,regata,yes,39,50
vestido solto longo,Manga curta,no,22,37
vestido jeans colado medio,Uma manga só,no,38,39
calça jeans mom,unknown,no,20,45
vestido jeans colado medio,Manga 3/4,yes,24,33
calça aladin,unknown,yes,17,35
vestido colado longo,Manga longa,no,28,43
calça jeans,unknown,no,41,50
calça jeans aladin,unknown,no,42,50
saia jeans,unknown,no,25,35
calça jeans wide leg,unknown,no,33,50
vestido solto curto,Uma manga só,no,17,22
calça aladin,unknown,no,17,29
vestido jeans solto medio,Manga 3/4,yes,34,41
macaquinho,Manga curta,no,31,40
vestido jeans colado medio,regata,no,21,26
macaquinho,regata,no,19,34
jaqueta,Manga longa,no,35,45
macacao longo,Manga 3/4,yes,24,42
sueter,Manga longa,no,32,40
vestido jeans colado curto,Manga 3/4,no,38,39
vestido colado longo,Uma manga só,no,16,31
vestido solto longo,Uma manga só,no,20,35
leggings,unknown,no,22,32
vestido jeans colado curto,Manga 3/4,no,26,30
vestido colado longo,Manga longa,yes,15,35
vestido jeans solto medio,Manga longa,no,19,24
blusa,Uma manga só,no,13,20
blusa,Uma manga só,yes,30,34
saia jeans,unknown,no,20,30
vestido jeans solto curto,Manga 3/4,no,30,35
leggings,unknown,no,39,41
blazer,Manga longa,no,22,37
calça jeans,unknown,no,30,50
calça mom,unknown,no,43,44
vestido solto longo,Uma manga só,no,38,48
calça jeans wide leg,unknown,no,45,50
short,unknown,no,18,30
saia jeans,unknown,no,20,30
saia jeans,unknown,no,25,35
vestido jeans solto medio,Manga longa,no,34,37
short,unknown,no,37,39
saia jeans,unknown,no,23,34
sueter,Manga longa,no,34,40
vestido jeans colado medio,Manga longa,no,24,29
short jeans,unknown,no,15,30
calça wide leg,unknown,yes,35,42
vestido jeans solto medio,regata,no,34,37
vestido jeans colado curto,Uma manga só,no,39,40
cardigan,Manga longa,yes,22,38
sueter,Manga longa,no,20,35
cropped,Manga longa,no,30,31
vestido colado longo,Manga curta,yes,24,44
blusa,Uma manga só,no,35,36
calça jeans mom,unknown,no,31,50
calça mom,unknown,no,32,36
vestido jeans colado curto,Manga 3/4,yes,33,41
vestido jeans solto curto,Manga longa,no,22,28
vestido colado longo,regata,no,31,45
calça jeans aladin,unknown,no,28,49
calça jeans aladin,unknown,no,32,50
macaquinho,Manga curta,yes,23,40
vestido jeans solto medio,regata,no,17,22
jaqueta,Manga longa,no,36,46
blusa,Manga 3/4,no,17,22
cardigan,Manga longa,no,49,50
saia,unknown,yes,25,37
vestido colado longo,regata,no,29,44
short,unknown,yes,32,38
vestido jeans colado medio,regata,no,38,39
jaqueta,Manga longa,yes,39,50
cropped,Manga curta,no,11,19
vestido colado longo,Manga curta,no,18,33
calça,unknown,yes,40,45
cardigan,Manga longa,no,23,35
vestido jeans colado curto,Manga 3/4,no,19,24
vestido colado medio,Manga 3/4,no,31,35
blusa,Manga longa,yes,23,29
vestido jeans solto longo,Manga curta,no,40,51
sueter,Manga longa,yes,34,44
blusa,Manga curta,no,23,26
vestido colado curto,Manga 3/4,no,19,24
cropped,Manga curta,no,25,27
calça jeans aladin,unknown,yes,39,50
calça jeans,unknown,no,29,49
vestido jeans solto curto,Manga longa,no,27,33
calça jeans,unknown,yes,27,50
vestido jeans solto longo,regata,no,19,34
cropped,regata,yes,32,36
short,unknown,no,29,32
calça jeans mom,unknown,yes,29,50
cardigan,Manga longa,no,20,35
blazer,Manga longa,no,17,36
cropped,Uma manga só,yes,21,28
vestido colado curto,Manga 3/4,no,26,31
saia,unknown,yes,17,33
vestido jeans colado medio,Uma manga só,no,18,23
short jeans,unknown,yes,29,43
calça,unknown,yes,19,32
vestido solto medio,Uma manga só,no,28,33
saia,unknown,yes,36,41
saia jeans,unknown,no,19,31
saia,unknown,no,38,40
saia,unknown,yes,17,34
vestido jeans solto medio,Manga 3/4,yes,31,39
vestido colado medio,regata,yes,15,23
vestido jeans colado medio,Uma manga só,yes,39,45
short,unknown,no,39,41
calça mom,unknown,no,38,40
saia jeans,unknown,yes,18,35
leggings,unknown,yes,22,37
cardigan,Manga longa,no,33,40
vestido jeans solto curto,Uma manga só,no,29,34
calça jeans mom,unknown,yes,33,50
cropped,Manga curta,no,22,26
cropped,Manga 3/4,no,35,36
blusa,Manga curta,no,30,30
vestido jeans solto medio,Manga 3/4,no,18,24
calça jeans,unknown,no,30,50
calça,unknown,yes,20,33
calça wide leg,unknown,no,24,34
sueter,Manga longa,yes,35,44
blazer,Manga longa,yes,21,39
vestido solto longo,Uma manga só,no,15,29
short jeans,unknown,no,49,50
cardigan,Manga longa,yes,18,37
jaqueta,Manga longa,no,16,35
vestido jeans solto longo,Manga 3/4,no,24,38
calça jeans mom,unknown,yes,33,50
vestido jeans solto longo,Uma manga só,yes,25,45
cardigan,Manga longa,no,37,41
macaquinho,Manga curta,no,16,31
vestido jeans colado curto,Uma manga só,no,31,36
saia jeans,unknown,yes,37,45
jaqueta,Manga longa,no,22,37
vestido jeans solto medio,Manga 3/4,no,34,37
blusa,Manga longa,no,17,22
vestido solto longo,Manga curta,no,28,43
blusa,regata,no,23,26
vestido jeans solto curto,Manga 3/4,yes,37,44
short jeans,unknown,yes,20,33
short jeans,unknown,no,23,33
saia,unknown,no,28,32
calça jeans mom,unknown,no,38,50
calça aladin,unknown,yes,22,35
cropped,Manga longa,yes,12,23
vestido jeans solto medio,Manga longa,no,22,27
short jeans,unknown,yes,16,35
t-shirt,unknown,no,32,33
macaquinho,Uma manga só,no,35,40
short,unknown,yes,28,37
blusa,Manga longa,yes,14,23
vestido jeans colado medio,regata,no,30,35
vestido jeans colado curto,Manga 3/4,no,48,48
vestido solto curto,Uma manga só,no,15,20
saia,unknown,no,19,30
vestido solto curto,Manga curta,yes,17,27
saia,unknown,no,21,30
saia,unknown,no,16,29
macacao longo,Manga 3/4,no,35,45
leggings,unknown,yes,18,32
saia,unknown,no,21,30
calça jeans skinny,unknown,yes,29,50
vestido colado longo,Manga curta,no,15,31
jaqueta,Manga longa,yes,35,48
jaqueta,Manga longa,no,35,46
calça mom,unknown,yes,29,39
calça wide leg,unknown,no,18,30
jaqueta,Manga longa,no,32,42
vestido colado curto,Manga curta,no,48,50
vestido colado longo,Manga 3/4,no,34,47
cropped,Manga curta,no,22,26
cardigan,Manga longa,no,29,40
vestido jeans colado medio,Uma manga só,no,44,46
short jeans,unknown,no,33,40
vestido jeans solto medio,Manga longa,no,37,39
calça jeans aladin,unknown,yes,25,50
short jeans,unknown,no,37,42
jaqueta,Manga longa,no,23,38
vestido jeans colado medio,Uma manga só,yes,23,32
macacao longo,Manga longa,yes,22,43
calça wide leg,unknown,no,33,36
vestido jeans solto medio,Uma manga só,yes,30,40
vestido jeans colado medio,Manga curta,no,26,31
short jeans,unknown,yes,32,45
jaqueta,Manga longa,no,39,50
vestido solto longo,regata,no,48,50
blazer,Manga longa,no,25,40
jaqueta,Manga longa,no,15,35
t-shirt,unknown,no,23,26
vestido jeans colado curto,regata,yes,18,27
vestido solto longo,Manga 3/4,no,31,46
vestido jeans colado medio,Manga curta,no,22,27
vestido jeans colado curto,Manga longa,yes,33,41
vestido jeans colado curto,Uma manga só,no,29,34
blazer,Manga longa,yes,23,43
blusa,Manga curta,yes,10,23
jaqueta,Manga longa,no,21,36
vestido solto longo,Manga 3/4,no,24,39
sueter,Manga longa,no,21,35
t-shirt,unknown,yes,29,34
calça aladin,unknown,no,38,40
saia,unknown,no,20,30
vestido jeans colado medio,Manga 3/4,no,34,37
saia jeans,unknown,no,34,41
calça jeans aladin,unknown,yes,21,48
blusa,regata,no,14,20
saia jeans,unknown,yes,25,37
calça aladin,unknown,no,18,30
calça jeans skinny,unknown,no,29,49
calça skinny,unknown,no,30,35
leggings,unknown,no,32,36
vestido solto curto,Manga curta,no,16,21
vestido jeans solto curto,Uma manga só,yes,23,33
saia,unknown,no,38,40
cardigan,Manga longa,no,22,36
vestido colado longo,Manga 3/4,no,36,47
jaqueta,Manga longa,yes,29,44
vestido solto medio,Manga curta,no,36,37
blazer,Manga longa,no,28,40
saia,unknown,no,32,35
blazer,Manga longa,no,25,40
short jeans,unknown,yes,38,48
sueter,Manga longa,yes,22,38
short,unknown,no,18,30
calça jeans wide leg,unknown,no,30,50
cropped,Uma manga só,yes,20,29
short jeans,unknown,no,17,31
blazer,Manga longa,no,36,46
short jeans,unknown,yes,15,33
vestido jeans solto longo,Manga 3/4,no,37,48
blazer,Manga longa,yes,20,38
cropped,Manga 3/4,no,28,29
cropped,Manga curta,yes,35,41
macaquinho,regata,no,28,38
blusa,regata,no,13,20
vestido jeans colado curto,Manga longa,no,39,40
short,unknown,no,32,33
vestido jeans solto medio,regata,yes,24,34
saia jeans,unknown,yes,31,45
cardigan,Manga longa,no,22,35
vestido colado medio,regata,no,39,40
saia,unknown,no,21,30
vestido jeans colado medio,Manga 3/4,yes,20,27
macaquinho,regata,no,39,42
vestido colado longo,regata,no,31,46
vestido jeans solto longo,Uma manga só,no,20,36
calça jeans mom,unknown,no,31,50
calça mom,unknown,no,25,35
vestido jeans solto curto,regata,yes,31,41
calça mom,unknown,no,18,30
vestido jeans solto curto,regata,no,34,37
vestido solto medio,regata,no,39,40
calça jeans skinny,unknown,no,42,50
short jeans,unknown,no,33,40
saia jeans,unknown,no,27,37
cropped,Manga longa,no,19,24
vestido jeans solto longo,Manga curta,no,24,39
vestido jeans colado medio,Manga 3/4,no,36,37
saia jeans,unknown,no,24,34
saia,unknown,no,29,32
calça aladin,unknown,yes,36,42
jaqueta,Manga longa,no,29,40
leggings,unknown,no,26,35
macacao longo,Uma manga só,no,35,45
calça,unknown,yes,16,34
macacao longo,Manga curta,no,40,49
vestido colado longo,Manga 3/4,no,37,48
calça jeans aladin,unknown,no,38,50
macacao longo,Uma manga só,no,22,37
calça jeans,unknown,no,38,50
vestido solto medio,Manga 3/4,no,49,50
short jeans,unknown,no,23,32
blazer,Manga longa,no,38,48
macacao longo,Manga curta,no,39,49
short,unknown,no,40,42
jaqueta,Manga longa,yes,29,44
calça jeans,unknown,no,50,50
jaqueta,Manga longa,no,29,40
vestido jeans colado curto,Manga 3/4,no,31,35
calça jeans skinny,unknown,no,19,45
sueter,Manga longa,no,40,42
vestido colado medio,Uma manga só,no,21,26
saia jeans,unknown,no,29,39
blazer,Manga longa,yes,23,41
short jeans,unknown,no,16,30
calça jeans aladin,unknown,no,38,50
macaquinho,Manga longa,yes,28,42
vestido colado medio,Manga 3/4,no,34,36
vestido jeans colado medio,regata,no,40,41
saia,unknown,yes,25,38
blusa,Manga longa,no,23,27
calça aladin,unknown,yes,16,34
macaquinho,Manga longa,no,29,38
blazer,Manga longa,no,22,37
blusa,Manga longa,yes,49,50
calça jeans,unknown,yes,28,50
vestido jeans solto medio,Manga curta,yes,31,40
calça jeans mom,unknown,no,40,50
saia,unknown,yes,35,42
vestido jeans colado medio,Manga 3/4,yes,27,37
saia,unknown,no,26,33
saia jeans,unknown,yes,16,33
calça jeans aladin,unknown,no,28,48
short jeans,unknown,no,32,40
saia,unknown,no,30,32
saia,unknown,yes,21,33
saia jeans,unknown,no,37,42
calça jeans mom,unknown,no,36,50
short,unknown,no,24,32
macaquinho,Manga longa,no,20,34
calça wide leg,unknown,yes,32,41
cropped,Uma manga só,no,22,26
t-shirt,unknown,no,24,27
calça jeans aladin,unknown,no,31,50
blusa,Manga 3/4,no,29,30
vestido colado longo,Manga 3/4,no,35,47
blazer,Manga longa,yes,34,47
calça jeans aladin,unknown,no,27,46
short,unknown,no,31,33
t-shirt,unknown,no,10,20
calça mom,unknown,no,38,40
short jeans,unknown,no,18,30
blazer,Manga longa,no,26,40
blazer,Manga longa,no,23,38
vestido jeans colado medio,Manga longa,no,40,41
vestido solto curto,regata,no,36,38
calça jeans wide leg,unknown,no,45,50
vestido jeans solto medio,Manga 3/4,yes,24,33
macaquinho,Uma manga só,no,26,36
cardigan,Manga longa,no,21,35
short,unknown,no,27,32
vestido jeans solto curto,Manga curta,yes,38,42
calça jeans wide leg,unknown,no,45,50
t-shirt,unknown,no,22,26
calça jeans wide leg,unknown,yes,26,50
vestido colado curto,Manga curta,no,20,25
calça wide leg,unknown,no,19,31
blazer,Manga longa,no,35,45
blazer,Manga longa,no,35,45
cropped,Manga 3/4,no,23,26
calça aladin,unknown,no,17,30
sueter,Manga longa,no,17,32
vestido jeans solto curto,Manga longa,no,31,35
vestido jeans solto curto,Uma manga só,no,36,38
calça jeans aladin,unknown,no,31,51
vestido jeans solto medio,Manga 3/4,yes,29,38
cardigan,Manga longa,yes,26,40
jaqueta,Manga longa,no,27,40
vestido jeans solto medio,Manga longa,yes,30,40
vestido solto longo,Manga 3/4,no,18,33
calça mom,unknown,no,18,30
short,unknown,no,22,31
blazer,Manga longa,no,19,35
blusa,Manga longa,yes,20,28
calça jeans,unknown,yes,32,50
short,unknown,yes,38,43
vestido jeans solto curto,Manga 3/4,yes,22,29
calça wide leg,unknown,no,27,34
vestido solto longo,Manga longa,yes,21,41
calça jeans skinny,unknown,yes,44,51
macaquinho,Manga curta,no,21,36
blazer,Manga longa,no,19,36
vestido jeans solto curto,Manga longa,yes,23,32
vestido colado longo,Manga 3/4,no,26,41
short,unknown,yes,39,45
blazer,Manga longa,no,22,37
calça jeans mom,unknown,no,17,45
jaqueta,Manga longa,no,15,35
t-shirt,unknown,yes,32,36
saia,unknown,yes,38,43
calça jeans wide leg,unknown,no,15,45
calça,unknown,no,38,40
calça jeans mom,unknown,yes,44,50
vestido solto longo,regata,no,38,49
vestido solto curto,Uma manga só,yes,37,43
t-shirt,unknown,yes,33,37
calça jeans aladin,unknown,no,31,50
t-shirt,unknown,yes,23,30
calça jeans mom,unknown,no,45,50
short jeans,unknown,yes,32,45
saia,unknown,no,38,40
calça jeans skinny,unknown,no,44,49
calça jeans aladin,unknown,no,29,49
calça,unknown,no,19,30
vestido jeans colado medio,Manga longa,no,24,29
vestido jeans solto curto,Manga curta,yes,21,31
calça wide leg,unknown,yes,29,40
macacao longo,Manga 3/4,no,16,35
calça jeans wide leg,unknown,yes,29,50
blazer,Manga longa,yes,16,39
vestido jeans solto longo,Manga 3/4,no,23,37
vestido colado longo,Uma manga só,no,32,46
short,unknown,yes,21,35
vestido jeans colado medio,Uma manga só,no,38,39
saia jeans,unknown,no,36,41
short jeans,unknown,no,28,38
vestido colado medio,Manga curta,yes,33,42
vestido colado curto,regata,yes,39,43
t-shirt,unknown,yes,27,32
calça aladin,unknown,no,18,30
calça mom,unknown,no,27,34
sueter,Manga longa,yes,26,39
calça jeans,unknown,yes,35,50
vestido solto longo,Manga curta,yes,18,38
calça mom,unknown,no,22,32
cropped,Manga 3/4,no,16,21
calça jeans skinny,unknown,no,15,45
short,unknown,no,29,32
saia,unknown,no,32,34
vestido colado medio,Manga longa,yes,27,35
macacao longo,regata,yes,39,50
short,unknown,no,35,37
saia,unknown,no,26,32
cropped,Manga curta,no,10,20
vestido jeans solto medio,Manga 3/4,no,47,48
vestido jeans solto curto,Manga curta,yes,17,25
jaqueta,Manga longa,no,31,42
macaquinho,Uma manga só,no,31,41
short jeans,unknown,no,26,37
short,unknown,no,21,31
calça jeans skinny,unknown,yes,18,50
t-shirt,unknown,yes,23,32
short jeans,unknown,no,22,32
calça mom,unknown,yes,31,39
vestido jeans colado curto,Manga curta,yes,36,41
vestido colado longo,Manga longa,yes,18,37
vestido jeans colado medio,regata,no,18,23
vestido solto longo,Uma manga só,yes,25,45
blusa,Manga longa,no,30,31
blusa,Manga longa,no,15,20
saia,unknown,no,46,48
saia jeans,unknown,no,20,30
calça jeans skinny,unknown,no,40,50
blusa,Uma manga só,no,18,23
blusa,Manga 3/4,yes,18,28
calça mom,unknown,no,29,35
blusa,Manga 3/4,no,45,45
blazer,Manga longa,no,24,39
vestido colado longo,Manga 3/4,yes,31,49
calça jeans,unknown,no,40,50
calça jeans mom,unknown,no,35,50
saia jeans,unknown,yes,35,43
saia,unknown,no,22,31
short,unknown,no,30,32
calça jeans,unknown,yes,33,50
vestido jeans solto medio,Manga longa,no,25,30
t-shirt,unknown,yes,10,23
vestido jeans solto longo,Manga longa,no,39,50
vestido solto curto,Manga longa,no,26,31
vestido colado longo,Manga curta,no,33,46
short jeans,unknown,yes,20,35
saia jeans,unknown,no,28,39
vestido jeans solto medio,regata,no,36,37
cardigan,Manga longa,no,16,32
calça jeans wide leg,unknown,yes,37,50
vestido jeans solto medio,Manga longa,no,27,32
vestido jeans solto curto,Manga longa,yes,26,36
t-shirt,unknown,yes,30,35
vestido colado longo,Manga 3/4,no,33,47
calça jeans aladin,unknown,no,23,45
calça jeans skinny,unknown,yes,19,50
vestido jeans solto medio,Manga 3/4,no,18,23
